case_number,source,case_status,soc_code,soc_title,job_title,workers_requested,workers_certified,employer_name,employer_city,employer_state,worksite_city,worksite_state,wage_from,wage_to,wage_per,employment_begin_date,employment_end_date,received_date,decision_date,noa_issued_date,nature_of_need
H-400-25363-514416,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Crew Member,8.0,8.0,DeSantis Landscapes Inc,Salem,OR,Salem,OR,20.37,,Hour,2026-03-16,2026-11-20,2025-12-29,2026-02-19,,Peakload
H-400-25357-507521,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborers- Highway,10.0,,"Team Right of Way, LLC",Fishersville,VA,Fishersville,VA,20.84,20.84,Hour,2026-03-15,2026-12-15,2025-12-23,2026-02-19,,Peakload
H-400-25356-502853,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,6.0,,"Garden Gates Lawn & Landscape, Inc.",Parkville,MO,Parkville,MO,20.15,21.15,Hour,2026-03-20,2026-12-15,2025-12-22,2026-02-19,,Peakload
H-400-25354-500115,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,40.0,,"CLI Irrigation & Installation, Inc.",Austin,TX,Austin,TX,18.93,22.0,Hour,2026-03-20,2026-11-01,2025-12-20,2026-02-19,,Peakload
H-400-25354-500092,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Qualified Landscape Laborer,20.0,,"LandCare Innovations, Inc.",Midlothian,VA,Midlothian,VA,18.5,20.0,Hour,2026-03-20,2026-12-01,2025-12-20,2026-02-19,,Peakload
H-400-25354-500088,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Qualified Landscape Laborer,19.0,,"LandCare Innovations, Inc.",Fairfax,VA,Fairfax,VA,20.84,25.0,Hour,2026-03-20,2026-11-30,2025-12-20,2026-02-19,,Peakload
H-400-25354-500068,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,51.0,,ALCC LLC,Denton,TX,Denton,TX,18.84,26.0,Hour,2026-03-20,2026-12-31,2025-12-20,2026-02-19,,Peakload
H-400-25354-500061,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Qualified Landscape Laborer,18.0,,"LandCare Innovations, Inc.",Durham,NC,Durham,NC,19.05,20.0,Hour,2026-03-20,2026-11-30,2025-12-20,2026-02-19,,Peakload
H-400-25352-495271,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,16.0,,"Sunscape Landscaping Services, LLC",New Braunfels,TX,New Braunfels,TX,18.93,20.0,Hour,2026-03-18,2026-10-31,2025-12-18,2026-02-19,,Peakload
H-400-25334-443690,disclosure_fy2026_q2,Determination Issued - Certification,47-2061.00,Construction Laborers,Construction Laborer,5.0,5.0,JFAREALTY.COM LLC,Panama City Beach,FL,PANAMA CITY,FL,20.4,20.4,Hour,2026-02-23,2026-08-22,2025-11-29,2026-02-19,,Peakload
H-400-26049-647205,disclosure_fy2026_q2,Withdrawn,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Housekeeper,4.0,,The Silver Bay Association for Christian Conferences and Training,Silver Bay,NY,Silver Bay,NY,18.25,,Hour,2026-05-15,2026-11-19,2026-02-17,2026-02-18,,Peakload
H-400-26044-639739,disclosure_fy2026_q2,Withdrawn,45-4011.00,Forest and Conservation Workers,Forestry Worker,105.0,,Highlanders Forest LLC,Medford,OR,Medford,OR,17.68,45.0,Hour,2026-05-01,2026-11-30,2026-02-13,2026-02-18,,Peakload
H-400-26041-631767,disclosure_fy2026_q2,Withdrawn,39-3091.00,Amusement and Recreation Attendants,Amusement & Recreation Attendant – Traveling Carnival,30.0,,Bishop Amusement Rides,San Antonio,TX,San Antonio,TX,13.13,17.87,Hour,2026-05-01,2026-10-21,2026-02-10,2026-02-18,,Seasonal
H-400-26036-622895,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,20.0,,Greenturf Landscaping Co.,Jones,OK,Jones,OK,17.06,,Hour,2026-05-01,2026-11-30,2026-02-05,2026-02-18,,Peakload
H-400-26036-622565,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,27.0,,"Benson Enterprises of New York, Inc.",Victor,NY,Victor,NY,19.45,23.5,Hour,2026-05-01,2026-12-15,2026-02-05,2026-02-18,,Peakload
H-400-26036-622228,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,5.0,,Inviting Structures Inc,Berryville,VA,Berryville,VA,20.84,21.0,Hour,2026-05-01,2026-12-07,2026-02-05,2026-02-18,,Peakload
H-400-26036-622039,disclosure_fy2026_q2,Withdrawn,35-9021.00,Dishwashers,Dishwasher,10.0,,Shoreham Inc,Block Island,RI,Block Island,RI,16.49,20.0,Hour,2026-05-01,2026-10-05,2026-02-05,2026-02-18,,Seasonal
H-400-26036-621853,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,11.0,,Southern Oak Services LLC,Bay City,TX,Brazoria,TX,17.42,,Hour,2026-05-01,2026-11-30,2026-02-05,2026-02-18,,Peakload
H-400-26036-621633,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborers,10.0,,Marvelous Gardens,Port Lavaca,TX,Port Lavaca,TX,16.42,,Hour,2026-05-01,2026-11-30,2026-02-05,2026-02-18,,Peakload
H-400-26036-621570,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,20.0,,All Seasons Lawn Inc.,Reno,NV,Reno,NV,21.79,22.0,Hour,2026-05-01,2026-11-07,2026-02-05,2026-02-18,,Peakload
H-400-26035-620501,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,8.0,,GDS Properties,St. Charles,MO,St. Charles,MO,19.8,23.5,Hour,2026-05-01,2026-12-11,2026-02-04,2026-02-18,,Seasonal
H-400-26035-620337,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,8.0,,"Freddy's Lawn Service, LLC",Yukon,OK,Yukon,OK,17.06,,Hour,2026-05-01,2026-11-30,2026-02-04,2026-02-18,,Peakload
H-400-26035-620153,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Technician,7.0,,"Wyscape, LLC",Freeport,FL,Freeport,FL,18.23,22.0,Hour,2026-05-01,2026-11-01,2026-02-04,2026-02-18,,Peakload
H-400-26035-619891,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscaper,15.0,,Better Lawns and Gardens Inc.,Little Rock,AR,Little Rock,AR,16.67,,Hour,2026-05-01,2026-11-27,2026-02-04,2026-02-18,,Peakload
H-400-26035-619538,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,18.0,,Water Cloud Irrigation LLC,Allen,TX,Parker,TX,18.42,,Hour,2026-05-01,2026-12-05,2026-02-04,2026-02-18,,Peakload
H-400-26035-619197,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,8.0,,Groundscape Inc,Biloxi,MS,Biloxi,MS,15.43,18.0,Hour,2026-05-01,2026-11-13,2026-02-04,2026-02-18,,Peakload
H-400-26035-619128,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,13.0,,CB's Lawn Care and Landscaping LLC,Walker,LA,Walker,LA,17.17,19.0,Hour,2026-05-01,2026-11-13,2026-02-04,2026-02-18,,Peakload
H-400-26035-619032,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Maintenance,11.0,,The Country Club of Little Rock,Little Rock,AR,Little Rock,AR,16.67,,Hour,2026-05-01,2026-11-01,2026-02-04,2026-02-18,,Peakload
H-400-26035-618872,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,18.0,,"Green Acres Lawn Care, Inc.",Round Hill,VA,Purcellville,VA,20.84,26.71,Hour,2026-05-01,2026-12-15,2026-02-04,2026-02-18,,Peakload
H-400-26035-618770,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape laborers,12.0,,Firewise Landscapes Inc,Jackson,WY,Jackson,WY,20.0,22.0,Hour,2026-05-01,2026-11-15,2026-02-04,2026-02-18,,Peakload
H-400-26033-612369,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,27.0,,"G & G Landscaping Construction, Inc.",Columbus,NJ,Columbus,NJ,19.86,24.0,Hour,2026-05-01,2026-12-17,2026-02-01,2026-02-18,,Peakload
H-400-26032-612020,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Brush Clearer for Utility Rights of Way,324.0,,U.S. Applicators LLC,Louisville,MS,Louisville,MS,14.03,21.91,Hour,2026-05-01,2026-10-01,2026-02-01,2026-02-18,,Seasonal
H-400-26004-532405,disclosure_fy2026_q2,Withdrawn,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",HOUSEMAN,3.0,,SCARSDALE GOLF CLUB,Hartsdale,NY,Hartsdale,NY,21.61,,Hour,2026-04-01,2026-10-31,2026-01-03,2026-02-18,,Peakload
H-400-26003-532160,disclosure_fy2026_q2,Determination Issued - Certification,35-2014.00,"Cooks, Restaurant",Cook,4.0,4.0,"Don Julio Cocina, Inc.",Asheboro,NC,Asheboro,NC,16.19,16.19,Hour,2026-04-01,2026-08-31,2026-01-03,2026-02-18,,Peakload
H-400-26003-532146,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,4.0,4.0,"Phoenix Landscape of Charleston, Inc.",Greenville,SC,Ft. Gordon,GA,17.11,,Hour,2026-04-01,2026-10-02,2026-01-03,2026-02-18,,Peakload
H-400-26003-531995,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscaper,3.0,3.0,Mangretta Landscaping LLC,Pittsburgh,PA,Pittsburgh,PA,18.69,18.69,Hour,2026-04-01,2026-12-15,2026-01-03,2026-02-18,,Peakload
H-400-26003-531917,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Labor,22.0,,"GREEN & CLEAN LANDSCAPE, INC",COLFAX,NC,COLFAX,NC,18.72,18.72,Hour,2026-04-01,2026-12-14,2026-01-03,2026-02-18,,Seasonal
H-400-26003-531895,disclosure_fy2026_q2,Withdrawn,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Pool Attendant,11.0,,MARRIOTT RESORTS HOSPITALITY CORPORATION,HILTON HEAD ISLAND,SC,Hilton Head Island,SC,19.5,19.5,Hour,2026-04-01,2026-10-31,2026-01-03,2026-02-18,,Peakload
H-400-26003-531750,disclosure_fy2026_q2,Determination Issued - Certification,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Seafood Processors / Crab Pickers,60.0,60.0,"Russell Hall Seafood, Inc.",Fishing Creek,MD,Fishing Creek,MD,15.79,15.79,Hour,2026-04-01,2026-12-31,2026-01-03,2026-02-18,,Seasonal
H-400-26003-531734,disclosure_fy2026_q2,Determination Issued - Certification,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Assistant Manager,2.0,2.0,"Overrun I, LLC",Kill Devil Hills,NC,Kill Devil Hills,NC,22.0,22.0,Hour,2026-04-01,2026-11-30,2026-01-03,2026-02-18,,Seasonal
H-400-26003-531626,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,88.0,,Total Environment Inc.,Edmond,OK,Edmond,OK,17.06,,Hour,2026-04-01,2026-11-23,2026-01-03,2026-02-18,,Peakload
H-400-26003-531625,disclosure_fy2026_q2,Withdrawn,35-2015.00,"Cooks, Short Order",Carnival Worker,10.0,,"Jay Russell Foods, LLC",Daingerfield,TX,Daingerfield,TX,12.51,18.34,Hour,2026-04-01,2026-10-26,2026-01-03,2026-02-18,,Seasonal
H-400-26003-531620,disclosure_fy2026_q2,Determination Issued - Certification,39-3091.00,Amusement and Recreation Attendants,Carnival Worker,14.0,14.0,"Paradise Management, LLC",Phoenix,AZ,Phoenix,AZ,15.89,18.75,Hour,2026-04-01,2026-11-07,2026-01-03,2026-02-18,,Seasonal
H-400-26003-531604,disclosure_fy2026_q2,Determination Issued - Certification,35-3031.00,Waiters and Waitresses,Waiter / Waitress,32.0,32.0,"The Broadmoor Hotel, Inc.",Colorado Springs,CO,Colorado Springs,CO,23.74,,Hour,2026-04-01,2026-12-31,2026-01-03,2026-02-18,,Peakload
H-400-26003-531559,disclosure_fy2026_q2,Withdrawn,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",GENERAL LABORER,16.0,,ROCKPORT GRANITE INC,ROCKPORT,ME,ROCKPORT,ME,19.5,22.0,Hour,2026-04-01,2026-12-15,2026-01-03,2026-02-18,,Seasonal
H-400-26003-531465,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,4.0,4.0,GREENSCAPES OF MAINE INC,KENNEBUNK,ME,KENNEBUNK,ME,22.35,22.35,Hour,2026-04-01,2026-12-20,2026-01-02,2026-02-18,,Seasonal
H-400-26003-531404,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscaper,8.0,8.0,"Roy Jorgensen Associates, Inc.",Buckeystown,MD,Austin,TX,18.93,19.03,Hour,2026-04-01,2026-11-30,2026-01-02,2026-02-18,,Peakload
H-400-26003-531397,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,CREW MEMBER,40.0,40.0,"Yard-Nique, Inc.",MORRISVILLE,NC,Savannah,GA,18.53,,Hour,2026-04-01,2026-12-03,2026-01-02,2026-02-18,,Peakload
H-400-26003-531308,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,3.0,3.0,Green's and Things LTD,Malvern,OH,Malvern,OH,18.1,18.1,Hour,2026-04-01,2026-12-01,2026-01-02,2026-02-18,,Seasonal
H-400-26003-531219,disclosure_fy2026_q2,Determination Issued - Certification,37-2012.00,Maids and Housekeeping Cleaners,HOUSEKEEPER,4.0,4.0,"WLH INVESTMENTS, INC",Chamberlain,SD,Chamberlain,SD,14.35,14.35,Hour,2026-04-01,2026-12-15,2026-01-02,2026-02-18,,Peakload
H-400-26003-531147,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,15.0,15.0,Veterans Choice Lawn Service,Clarksville,TN,Clarksville,TN,17.2,17.2,Hour,2026-04-01,2026-12-31,2026-01-02,2026-02-18,,Peakload
H-400-26003-531149,disclosure_fy2026_q2,Determination Issued - Certification,47-2051.00,Cement Masons and Concrete Finishers,GENERAL LABORERS,2.0,2.0,WILLIAM JONES,MILLER,SD,MILLER,SD,22.18,22.18,Hour,2026-04-01,2026-12-31,2026-01-02,2026-02-18,,Peakload
H-400-26003-531142,disclosure_fy2026_q2,Withdrawn,35-2014.00,"Cooks, Restaurant",Line Cook,50.0,,"Sea Pines Resort, LLC",HILTON HEAD ISLAND,SC,HILTON HEAD ISLAND,SC,18.0,,Hour,2026-04-01,2026-11-30,2026-01-02,2026-02-18,,Peakload
H-400-26002-530737,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,33.0,,Hickman's Landscape Maintenance LLC,Johns Island,SC,North Charleston,SC,18.21,,Hour,2026-04-01,2026-11-30,2026-01-02,2026-02-18,,Peakload
H-400-26002-530708,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Maintenance Worker,64.0,64.0,Pacific Landscape Management,Hillsboro,OR,Hillsboro,OR,21.9,,Hour,2026-04-01,2026-11-30,2026-01-02,2026-02-18,,Peakload
H-400-26002-530485,disclosure_fy2026_q2,Determination Issued - Certification,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Camp Ground and Cstore Attendant,5.0,5.0,OASIS PUMP N CAMP LLC,OACOMA,SD,OACOMA,SD,16.61,16.61,Hour,2026-04-01,2026-12-15,2026-01-02,2026-02-18,,Peakload
H-400-26002-530428,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Maintenance Worker,6.0,6.0,Pacific Landscape Management,Hillsboro,OR,Salem,OR,20.37,,Hour,2026-04-01,2026-11-30,2026-01-02,2026-02-18,,Peakload
H-400-26002-530359,disclosure_fy2026_q2,Determination Issued - Denied,35-2021.00,Food Preparation Workers,Dishwasher,20.0,,"Universal Cleaning , Inc",Foley,AL,Big Sky,MT,17.21,17.21,Hour,2026-04-01,2026-12-31,2026-01-02,2026-02-18,,Seasonal
H-400-26002-530327,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,10.0,10.0,Infinity Property Solutions LLC,Downingtown,PA,West Chester,PA,19.86,19.86,Hour,2026-04-01,2026-12-01,2026-01-02,2026-02-18,,Seasonal
H-400-26002-530255,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping,12.0,12.0,Clean Cut Lawn Care and Pressure Washing LLC,Baton Rouge,LA,Baton Rouge,LA,17.17,19.17,Hour,2026-04-01,2026-11-15,2026-01-02,2026-02-18,,Peakload
H-400-26002-529879,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,20.0,,"On Hand Lawn Care, Inc.",Aubrey,TX,Aubrey,TX,18.42,20.42,Hour,2026-04-01,2026-12-01,2026-01-02,2026-02-18,,Peakload
H-400-26002-529844,disclosure_fy2026_q2,Determination Issued - Certification,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",GENERAL LABORER,3.0,3.0,STASI BROS ASPHALT CORP,WESTBURY,NY,WESTBURY,NY,21.58,23.58,Hour,2026-04-01,2026-12-15,2026-01-02,2026-02-18,,Seasonal
H-400-26002-529399,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,19.0,,"All Metroplex Landscape Services, Inc.",Dallas,TX,Dallas,TX,18.42,20.42,Hour,2026-04-01,2026-11-02,2026-01-02,2026-02-18,,Peakload
H-400-26002-529312,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,9.0,,"Daily Services, LLC",Lafayette,LA,Lafayette,LA,15.75,17.75,Hour,2026-04-01,2026-11-01,2026-01-02,2026-02-18,,Peakload
H-400-26002-529210,disclosure_fy2026_q2,Determination Issued - Denied,47-2051.00,Cement Masons and Concrete Finishers,Concrete finisher,5.0,,Aqua Scapes Indy LLP,Noblesville,IN,Noblesville,IN,29.04,29.04,Hour,2026-04-01,2026-12-10,2026-01-02,2026-02-18,,Peakload
H-400-26002-529073,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscaping Crew Member,15.0,15.0,"Gilb Landscaping, Inc.",Cincinnati,OH,Cincinnati,OH,18.59,,Hour,2026-04-01,2026-12-31,2026-01-02,2026-02-18,,Seasonal
H-400-26002-528566,disclosure_fy2026_q2,Determination Issued - Certification,37-2012.00,Maids and Housekeeping Cleaners,Housekeeper,6.0,6.0,Blue Lobster Group LLC,Bar Harbor,ME,Bar Harbor,ME,17.02,17.02,Hour,2026-04-01,2026-12-01,2026-01-02,2026-02-18,,Seasonal
H-400-26002-528344,disclosure_fy2026_q2,Determination Issued - Certification,47-2061.00,Construction Laborers,Construction Laborer,10.0,10.0,"Gordon Contracting, Inc.",Sangerville,ME,Sangerville,ME,23.34,27.0,Hour,2026-04-01,2026-12-01,2026-01-02,2026-02-18,,Peakload
H-400-26002-528010,disclosure_fy2026_q2,Determination Issued - Certification,35-2014.00,"Cooks, Restaurant",Cook,8.0,8.0,"Landscapes Golf Management, LLC",Lincoln,NE,Hulett,WY,17.6,,Hour,2026-04-01,2026-10-31,2026-01-02,2026-02-18,,Seasonal
H-400-26002-528001,disclosure_fy2026_q2,Determination Issued - Denied,47-2051.00,Cement Masons and Concrete Finishers,Concrete Finisher,47.0,,Synergia Construction LLC,Brownsville,TX,Cleveland,MS,20.87,20.87,Hour,2026-04-01,2026-11-15,2026-01-02,2026-02-18,,Seasonal
H-400-26002-527759,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,27.0,,"Benson Enterprises of New York, Inc.",Victor,NY,Victor,NY,19.45,23.5,Hour,2026-04-01,2026-12-15,2026-01-01,2026-02-18,,Peakload
H-400-26002-527747,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,15.0,,"Rooted Landscape, Inc.",Gardner,KS,Gardner,KS,20.15,22.0,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-18,,Seasonal
H-400-26002-527556,disclosure_fy2026_q2,Determination Issued - Certification,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,CAPTAIN,2.0,2.0,BROOKVILLE COUNTRY CLUB ,OLD BROOKVILLE ,NY,OLD BROOKVILLE,NY,25.95,28.95,Hour,2026-04-01,2027-01-02,2026-01-01,2026-02-18,,Seasonal
H-400-26001-527429,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Qualified Landscape Laborer,14.0,14.0,"S B Landscaping, Inc.",Kyle,TX,Kyle,TX,18.93,19.0,Hour,2026-04-01,2026-12-31,2026-01-01,2026-02-18,,Peakload
H-400-26001-527340,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,9.0,9.0,Adelio's Electric Sewer Cleaning Co,Euclid,OH,Euclid,OH,18.91,18.91,Hour,2026-04-01,2026-12-05,2026-01-01,2026-02-18,,Seasonal
H-400-26001-527210,disclosure_fy2026_q2,Determination Issued - Certification,47-3016.00,Helpers--Roofers,ROOFERS--HELPERS,20.0,20.0,KEHRER BROTHERS WEST ROOFING INC,ALBERS,IL,Albers,IL,22.49,24.0,Hour,2026-04-01,2026-12-31,2026-01-01,2026-02-18,,Peakload
H-400-26001-527104,disclosure_fy2026_q2,Determination Issued - Certification,47-2051.00,Cement Masons and Concrete Finishers,Concrete Finishers,3.0,3.0,Franjo Construction Corporation,Homestead,PA,Homestead,PA,29.96,,Hour,2026-04-01,2026-10-31,2026-01-01,2026-02-18,,Peakload
H-400-26001-526939,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Groundskeeping Laborer,8.0,8.0,The Country Club,Salt Lake City,UT,Salt Lake City,UT,20.01,,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-18,,Seasonal
H-400-26001-526796,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Technician,10.0,10.0,Keyserv LLC- Merrit Island FL,Mooresville,NC,Merrit Island,FL,17.69,,Hour,2026-04-01,2026-12-01,2026-01-01,2026-02-18,,Peakload
H-400-26001-526753,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,10.0,10.0,"Green Seasons Landscape, Inc.",Spanish Fork,UT,Spanish Fork,UT,20.19,,Hour,2026-04-01,2026-11-30,2026-01-01,2026-02-18,,Seasonal
